group,location,site_id,x_centre_4326,y_centre_4326,xmin_4326,ymin_4326,xmax_4326,ymax_4326,xmin_3577,ymin_3577,xmax_3577,ymax_3577,year,date,observation_count,notes
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2016,2016/5/16,,
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2013,2013/5/26,,(cloud)
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2023,2023/8/26,,
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2022,2022/4/1,,(cloud)
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2017,2017/1/11,,(some cloud)
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2016,2016/4/14,,
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2013,2013/1/23,,
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2023,2023/4/5,,
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2022,2022/3/18,,
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2017,2017/1/6,,
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2016,2016/4/12,,(cloud)
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2013,2013/1/11,,
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2022,2022/2/21,,(cloud)
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2016,2016/3/19,,
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2022,2022/2/20,,(cloud)
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2016,2016/2/23,,
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2022,2022/2/13,,(cloud)
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2016,2016/2/22,,
"NSW, Yass to ACT Border",N of Gooromon Ponds,15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,2022,2022/1/26,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2025,2025/12/24,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2024,2024/9/6,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2023,2023/10/24,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/5/21,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2021,2021/4/13,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2020,2020/8/30,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2018,2018/12/27,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2017,2017/10/30,,(some cloud?)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2016,2016/10/14,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2015,2015/10/20,,(some cloud?)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2014,2014/12/25,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2013,2013/10/30,2,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2025,2025/11/30,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2023,2023/10/28,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/5/9,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2021,2021/4/7,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2020,2020/7/14,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2018,2018/12/1,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2016,2016/10/13,,(some cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2015,2015/1/7,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2014,2014/8/20,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2013,2013/1/23,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2023,2023/10/17,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/4/14,,(some cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2021,2021/2/22,,(some cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2018,2018/11/19,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2016,2016/10/8,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/4/13,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2021,2021/2/8,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2018,2018/11/18,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/4/12,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2018,2018/9/20,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/4/1,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2018,2018/9/9,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/3/30,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/3/18,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/3/17,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/3/13,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/3/12,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/2/28,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/2/21,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/2/20,,
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/2/13,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/2/8,,(cloud shade?)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/2/2,,(cloud)
ACT,From Holt,16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,2022,2022/1/26,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2026,2026/4/14,,(some cloud?)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2025,2025/12/7,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2024,2024/9/6,2,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2023,2023/12/23,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2022,2022/12/3,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2021,2021/9/17,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2020,2020/10/1,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2019,2019/11/25,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2018,2018/9/14,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2017,2017/12/10,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2016,2016/12/12,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2015,2015/4/29,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2014,2014/8/20,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2013,2013/11/19,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2012,2012/12/28,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2026,2026/4/14,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2025,2025/9/5,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2024,2024/9/1,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2023,2023/11/6,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2022,2022/11/28,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2021,2021/2/15,2,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2020,2020/8/30,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2019,2019/11/17,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2018,2018/9/3,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2017,2017/8/28,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2016,2016/12/11,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2015,2015/4/28,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2014,2014/2/10,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2013,2013/9/7,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2026,2026/4/9,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2025,2025/8/11,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2024,2024/12/18,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2023,2023/10/29,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2022,2022/11/27,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2021,2020/12/6,,(some cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2020,2020/7/21,2,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2019,2019/4/10,2,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2018,2018/3/13,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2017,2017/2/13,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2016,2016/12/10,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2015,2015/4/22,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2013,2013/6/4,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2026,2026/4/8,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2025,2025/8/10,,(some cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2024,2024/1/11,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2023,2023/10/27,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2022,2022/10/25,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2020,2020/7/9,2,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2019,2019/3/15,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2018,2018/3/11,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2017,2017/1/12,2,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2016,2016/11/21,2,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2015,2015/3/15,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2013,2013/6/3,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2023,2023/10/11,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2022,2022/5/2,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2020,2020/6/19,,(some cloud?) another with cloud
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2019,2019/3/10,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2018,2018/3/10,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2017,2017/1/11,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2016,2016/8/15,3,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2015,2015/3/14,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2013,2013/5/26,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2023,2023/9/5,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2022,2022/5/1,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2020,2020/3/1,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2019,2019/3/9,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2017,2017/1/6,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2016,2016/8/3,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2015,2015/2/10,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2013,2013/1/11,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2023,2023/9/4,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2022,2022/4/5,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2016,2016/7/14,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2015,2015/2/9,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2023,2023/9/1,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2022,2022/4/1,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2016,2016/6/25,2,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2015,2015/1/14,,(cloud)
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2023,2023/8/26,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2022,2022/5/11,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2016,2016/6/16,,
ACT,"Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,2023,2023/4/5,,
