"group","location","site_id","x_centre_4326","y_centre_4326","xmin_4326","ymin_4326","xmax_4326","ymax_4326","xmin_3577","ymin_3577","xmax_3577","ymax_3577","image_id","image_date","image_count","QC_notes"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20201001",2020-10-01,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20191125",2019-11-25,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20180920",2018-09-20,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20171210",2017-12-10,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20161212",2016-12-12,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20151020",2015-10-20,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20131119",2013-11-19,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20121228",2012-12-28,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20260409",2026-04-09,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20251207",2025-12-07,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20240906",2024-09-06,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20231202",2023-12-02,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20221128",2022-11-28,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20210413",2021-04-13,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20200830",2020-08-30,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20191117",2019-11-17,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20180914",2018-09-14,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20171209",2017-12-09,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20161211",2016-12-11,1,"some cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20150107",2015-01-07,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20130907",2013-09-07,2,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20260408",2026-04-08,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20251130",2025-11-30,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20240122",2024-01-22,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20231106",2023-11-06,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20221127",2022-11-27,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20210407",2021-04-07,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20200715",2020-07-15,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20190410",2019-04-10,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20180903",2018-09-03,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20171120",2017-11-20,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20161121",2016-11-21,2,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20130620",2013-06-20,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20250905",2025-09-05,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20240111",2024-01-11,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20231101",2023-11-01,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20221025",2022-10-25,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20210215",2021-02-15,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20180311",2018-03-11,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20170119",2017-01-19,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20160815",2016-08-15,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20130604",2013-06-04,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20250811",2025-08-11,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20230921",2023-09-21,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20220521",2022-05-21,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20180310",2018-03-10,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20170118",2017-01-18,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20160625",2016-06-25,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20130603",2013-06-03,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20250810",2025-08-10,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20230902",2023-09-02,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20220509",2022-05-09,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20170112",2017-01-12,2,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20160516",2016-05-16,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20130526",2013-05-26,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20230826",2023-08-26,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20220401",2022-04-01,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20170111",2017-01-11,1,"some cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20160414",2016-04-14,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20130123",2013-01-23,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20230405",2023-04-05,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20220318",2022-03-18,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20170106",2017-01-06,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20160412",2016-04-12,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20130111",2013-01-11,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20220221",2022-02-21,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20160319",2016-03-19,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20220220",2022-02-20,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20160223",2016-02-23,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20220213",2022-02-13,1,"cloud"
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20160222",2016-02-22,1,NA
"NSW Yass to ACT Border","N of Gooromon Ponds",15,149.0314583,-35.11667222,149.025278,-35.121725,149.037639,-35.111619,1543617.166,-3938677.01,1544617.166,-3937677.01,"20220126",2022-01-26,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20251224",2025-12-24,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20240906",2024-09-06,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20231024",2023-10-24,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220521",2022-05-21,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20210413",2021-04-13,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20200830",2020-08-30,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20181227",2018-12-27,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20171030",2017-10-30,1,"some cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20161014",2016-10-14,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20151020",2015-10-20,1,"some cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20141225",2014-12-25,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20131030",2013-10-30,2,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20251130",2025-11-30,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20231028",2023-10-28,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220509",2022-05-09,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20210407",2021-04-07,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20200714",2020-07-14,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20181201",2018-12-01,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20161013",2016-10-13,1,"some cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20150107",2015-01-07,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20140820",2014-08-20,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20130123",2013-01-23,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20231017",2023-10-17,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220414",2022-04-14,1,"some cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20210222",2021-02-22,1,"some cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20181119",2018-11-19,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20161008",2016-10-08,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220413",2022-04-13,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20210208",2021-02-08,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20181118",2018-11-18,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220412",2022-04-12,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20180920",2018-09-20,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220401",2022-04-01,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20180909",2018-09-09,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220330",2022-03-30,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220318",2022-03-18,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220317",2022-03-17,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220313",2022-03-13,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220312",2022-03-12,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220228",2022-02-28,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220221",2022-02-21,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220220",2022-02-20,1,NA
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220213",2022-02-13,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220208",2022-02-08,1,"cloud shade"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220202",2022-02-02,1,"cloud"
"ACT","From Holt",16,149.0155056,-35.254025,149.009318,-35.25908,149.021694,-35.24897,1540151.226,-3953622.696,1541151.226,-3952622.696,"20220126",2022-01-26,1,"cloud"
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20260414",2026-04-14,1,"some cloud"
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20251207",2025-12-07,1,NA
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20240906",2024-09-06,2,NA
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20231223",2023-12-23,1,"cloud"
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20221203",2022-12-03,1,NA
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20210917",2021-09-17,1,NA
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20201001",2020-10-01,1,NA
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20191125",2019-11-25,1,NA
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20180914",2018-09-14,1,"cloud"
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20171210",2017-12-10,1,NA
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20161212",2016-12-12,1,NA
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20150429",2015-04-29,1,NA
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20140820",2014-08-20,1,NA
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20131119",2013-11-19,1,NA
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20121228",2012-12-28,1,NA
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20260414",2026-04-14,1,"cloud"
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20250905",2025-09-05,1,NA
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20240901",2024-09-01,1,"cloud"
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20231106",2023-11-06,1,NA
"ACT","Spring Valley Farm, ANU",17,149.0056639,-35.28135556,148.999475,-35.286411,149.011854,-35.276301,1538862.089,-3956515.742,1539862.089,-3955515.742,"20221128",2022-11-28,1,NA
